@relation 'XXXXXXL2 2'

@attribute 'status pozyczki' {splacona_cz,odmowa,splacona,windykacja_sp,windykacja}
@attribute 'kwota kredytu' numeric
@attribute wiek numeric
@attribute plec {mezczyzna,kobieta}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'opoznienie splaty' numeric

@data
splacona_cz,400,61,kobieta,13,1684,2,18,48,1
splacona,200,56,mezczyzna,11,1800,0,160,48,0
splacona_cz,498.47,31,kobieta,12,1600,2,12,0,1
splacona_cz,200,75,kobieta,13,616,2,247,48,1
odmowa,300,67,mezczyzna,12,900,0,5,1,0
splacona_cz,200,61,kobieta,13,984,1,8,48,0
odmowa,700,65,kobieta,13,1650,0,128,48,0
splacona_cz,275.97,41,kobieta,11,1000,2,60,48,8
odmowa,400,45,mezczyzna,11,2324,0,43,48,0
splacona_cz,445.67,47,mezczyzna,12,1574.45,1,29,6,1
splacona_cz,300,53,mezczyzna,11,1700,2,37,48,4
splacona_cz,600,47,kobieta,12,830.46,1,43,29,1
splacona_cz,200,57,kobieta,16,634,1,49,48,0
splacona,200,75,kobieta,13,1160,0,212,48,0
splacona_cz,200,57,kobieta,13,1500,2,44,48,0
windykacja,250,64,mezczyzna,16,633.56,2,110,48,2637
splacona_cz,200,73,mezczyzna,13,910.33,2,163,48,8
odmowa,500,48,kobieta,11,2139,0,84,48,0
odmowa,400,40,kobieta,11,1433,0,160,48,0
splacona,227.13,53,kobieta,12,2000,2,7,19,2
splacona_cz,200,57,kobieta,16,703,2,24,48,1
splacona_cz,900,58,kobieta,17,684,2,190,22,1
odmowa,300,22,mezczyzna,12,1200,0,2,21,0
odmowa,400,37,mezczyzna,99,761,0,0,12,0
splacona,500,71,kobieta,13,640,0,138,48,1
odmowa,1000,60,mezczyzna,13,3519,0,109,48,0
splacona_cz,200,75,kobieta,13,965,2,246,48,1
splacona_cz,1569.98,48,mezczyzna,11,2353,2,98,48,8
splacona_cz,200,65,kobieta,13,802.83,2,202,48,4
splacona_cz,400,66,kobieta,13,1137.19,2,95,48,0
splacona_cz,800,59,mezczyzna,11,1000,2,62,48,3
splacona,1000,79,kobieta,13,2421.55,2,246,48,13
splacona_cz,1000,57,mezczyzna,13,3600,1,85,48,1
splacona,350,63,mezczyzna,13,1601.87,1,43,48,10
splacona_cz,300,77,kobieta,13,1239,2,272,48,1
odmowa,900,38,mezczyzna,11,2215,0,206,48,0
splacona,200,59,kobieta,13,1100,1,41,48,0
odmowa,500,40,kobieta,11,950,0,179,48,0
splacona_cz,400,40,mezczyzna,11,1261.98,2,34,48,0
windykacja,300,73,kobieta,16,1138.01,0,4,48,2636
splacona_cz,350,60,mezczyzna,16,837,1,232,48,0
splacona_cz,200,46,kobieta,12,990.34,1,54,18,0
splacona_cz,800,65,kobieta,13,930,3,130,48,0
splacona_cz,400,47,kobieta,11,3170,2,287,48,0
splacona_cz,400,47,mezczyzna,12,600,3,7,20,1
splacona_cz,300,26,mezczyzna,11,1459,0,7,48,5
splacona_cz,300,62,kobieta,13,1130,2,102,48,3
windykacja_sp,200,52,kobieta,16,906.07,0,10,48,263
splacona_cz,300,24,mezczyzna,12,1400,1,10,23,1
splacona_cz,300,45,mezczyzna,11,2100,1,49,48,1
splacona_cz,235.97,66,kobieta,13,1428.55,2,137,48,0
splacona,500,53,kobieta,16,655,2,29,48,152
splacona_cz,300,33,mezczyzna,11,1800,2,165,48,1
splacona_cz,400,62,kobieta,13,1474.55,1,64,48,0
splacona_cz,200,52,kobieta,11,1617.68,1,84,48,5
windykacja,500,63,mezczyzna,13,1768.93,2,271,48,2636
splacona_cz,200,49,mezczyzna,11,1400,2,12,48,1
splacona_cz,900,47,kobieta,11,5800,2,53,48,0
odmowa,200,43,mezczyzna,12,1440,0,3,8,0
splacona_cz,265.58,61,kobieta,13,1189,2,68,48,0
splacona_cz,400,56,kobieta,11,1172.2,2,35,48,2
splacona,500,63,kobieta,16,1340,2,161,48,6
splacona,200,61,mezczyzna,13,1672.59,1,20,48,0
splacona_cz,350,53,kobieta,17,1031,1,50,10,6
splacona_cz,500,60,kobieta,13,1000,2,66,48,2
odmowa,200,67,kobieta,16,931.37,0,212,48,0
splacona_cz,400,56,kobieta,13,1817.24,1,16,48,0
splacona,900,58,mezczyzna,11,1510,2,166,48,151
odmowa,1000,45,kobieta,12,1000,0,52,20,0
odmowa,500,34,kobieta,12,1033,0,1,0,0
odmowa,250,31,kobieta,12,1200,0,3,6,0
splacona_cz,300,61,kobieta,13,997,2,78,48,0
splacona_cz,500,60,kobieta,13,1212,2,52,48,0
splacona_cz,300,57,kobieta,11,1680,2,388,48,2
splacona_cz,200,67,kobieta,13,720.19,0,92,48,0
splacona,1283.66,52,kobieta,11,1638,0,316,48,17
splacona_cz,600,46,kobieta,11,1700,2,88,48,2
splacona,200,79,kobieta,13,1442.43,3,141,48,0
splacona,600,57,kobieta,11,1400,2,163,48,188
splacona_cz,600,49,kobieta,11,2800,2,321,48,3
splacona_cz,369.53,71,kobieta,13,3541.9,0,126,48,2
splacona,500,27,kobieta,11,2100,1,20,48,0
splacona_cz,600,32,kobieta,11,1290,2,17,48,2
splacona,300,38,mezczyzna,12,1884.29,0,18,5,0
splacona_cz,200,72,kobieta,13,730,1,566,48,0
odmowa,500,43,kobieta,11,1542.33,0,280,48,0
splacona_cz,400,42,mezczyzna,11,2284.23,0,301,48,0
splacona_cz,200,68,kobieta,16,959.6,2,115,48,0
splacona_cz,200,29,mezczyzna,99,1393.85,1,2,0,1
splacona_cz,717.26,64,mezczyzna,13,2010,1,137,48,1
splacona_cz,200,57,mezczyzna,13,12220,1,70,48,1
odmowa,1000,42,mezczyzna,11,2700,0,145,48,0
splacona_cz,500,65,kobieta,16,892,1,201,48,0
splacona,200,46,mezczyzna,11,1360,3,119,48,0
splacona_cz,295.97,51,kobieta,12,1050,1,31,4,0
splacona_cz,300,35,kobieta,12,1200,2,7,7,0
splacona,300,64,kobieta,13,1210,1,138,48,26
splacona_cz,700,52,mezczyzna,11,3200,2,190,48,0
splacona_cz,450,53,kobieta,16,1045.6,3,10,48,0
splacona_cz,300,65,kobieta,13,1350,1,110,48,3
windykacja,600,47,mezczyzna,11,1800,2,126,48,2633
odmowa,300,35,kobieta,12,1200,0,0,24,0
splacona,500,57,kobieta,11,2249.14,2,242,48,18
splacona,200,71,kobieta,13,785,2,63,48,0
splacona_cz,300,46,mezczyzna,13,1688.82,1,98,48,2
splacona,300,22,mezczyzna,11,1400,0,22,48,0
splacona_cz,400,53,mezczyzna,11,4000,3,8,48,1
splacona,300,30,mezczyzna,12,1037.34,1,18,5,0
splacona_cz,300,19,mezczyzna,99,750,2,2,3,0
splacona_cz,300,57,kobieta,13,611,1,139,48,1
splacona_cz,700,74,mezczyzna,13,2098,2,198,48,0
odmowa,500,22,mezczyzna,11,1585,0,2,48,0
splacona_cz,500,71,mezczyzna,13,1700,2,12,48,2
windykacja,300,69,mezczyzna,13,940,2,52,48,2633
splacona_cz,500,51,kobieta,11,1700,2,308,48,4
odmowa,800,30,kobieta,12,1600,0,73,41,0
splacona_cz,400,56,mezczyzna,11,1842.86,1,5,48,0
splacona_cz,300,48,mezczyzna,13,3900,3,28,48,0
odmowa,200,58,mezczyzna,16,461.6,0,383,48,0
splacona_cz,426.61,49,kobieta,11,2470,3,357,48,0
splacona_cz,500,52,mezczyzna,11,1320,2,345,48,0
splacona_cz,400,39,kobieta,11,1239.05,0,205,48,7
splacona,400,64,mezczyzna,13,1261.6,2,52,48,368
splacona,700,37,mezczyzna,12,3000,0,5,4,34
splacona,300,57,kobieta,13,1240,3,69,48,0
splacona_cz,500,59,kobieta,13,936,0,29,48,0
splacona_cz,200,74,kobieta,13,1026,3,249,48,0
splacona_cz,400,43,mezczyzna,12,1952.35,2,2,9,0
splacona_cz,300,43,kobieta,11,1400,3,23,48,4
splacona_cz,1800,71,mezczyzna,13,2612,1,80,48,0
splacona_cz,400,60,kobieta,13,1170,1,77,48,0
splacona_cz,300,47,kobieta,11,1077.49,2,375,48,0
odmowa,600,27,mezczyzna,12,2187.11,0,30,5,0
splacona_cz,496.61,38,kobieta,11,2927,1,202,48,0
splacona_cz,800,57,mezczyzna,12,2500,1,2,0,1
splacona_cz,200,20,mezczyzna,17,985,3,11,0,0
splacona_cz,1000,41,mezczyzna,11,2258,3,74,48,0
splacona_cz,400,61,kobieta,13,1090.14,2,74,48,0
splacona_cz,649.84,57,kobieta,11,1680,3,69,48,0
splacona_cz,238.78,53,kobieta,11,1700,3,206,48,0
splacona_cz,500,69,kobieta,13,1072,3,153,48,5
splacona_cz,300,70,kobieta,13,729.03,3,259,48,0
odmowa,500,68,kobieta,16,1124,0,137,48,0
splacona_cz,200,63,kobieta,16,1389,2,90,48,0
splacona_cz,381.29,70,kobieta,13,1291.18,3,78,48,0
splacona_cz,200,57,mezczyzna,16,763.38,2,212,48,0
splacona_cz,900,59,kobieta,13,1370,2,75,48,11
odmowa,900,19,mezczyzna,12,1700,0,4,7,0
splacona,500,52,mezczyzna,11,2080,3,321,48,15
splacona_cz,1500,57,mezczyzna,98,3000,0,68,48,6
splacona_cz,300,60,mezczyzna,11,3000,3,213,48,0
splacona_cz,200,30,kobieta,11,1373.34,0,57,48,0
splacona_cz,200,24,kobieta,17,1200,3,165,16,1
splacona,300,52,kobieta,16,685,1,40,48,0
splacona_cz,400,65,kobieta,13,850,2,66,48,1
splacona_cz,400,54,kobieta,12,1700,3,53,0,0
splacona,500,50,kobieta,17,990,3,71,15,13
splacona_cz,600,35,kobieta,11,2400,2,113,48,6
windykacja,296.54,33,mezczyzna,12,1030,0,3,20,2628
splacona_cz,903.23,36,kobieta,11,1900,2,179,48,3
splacona_cz,500,67,mezczyzna,16,1600,1,10,48,0
splacona_cz,500,29,kobieta,12,1447,3,19,4,4
splacona_cz,300,60,kobieta,13,810,3,31,48,4
splacona_cz,400,53,kobieta,11,2368.57,1,414,48,6
splacona,378,26,kobieta,11,1500,0,22,48,9
splacona_cz,300,45,mezczyzna,12,1375.47,0,4,3,0
splacona,500,49,kobieta,11,4900,1,9,48,0
splacona,200,68,kobieta,13,1017,3,161,48,0
splacona,600,55,mezczyzna,16,588,3,426,48,0
windykacja,200,27,mezczyzna,12,1136.86,1,9,14,2628
splacona_cz,200,65,kobieta,13,910,3,68,48,0
odmowa,200,28,kobieta,98,600,0,3,48,0
splacona_cz,300,21,kobieta,12,1634,1,10,0,3
splacona,900,47,mezczyzna,11,2500,2,205,48,11
odmowa,200,78,kobieta,16,1076.83,0,137,48,0
splacona_cz,200,65,kobieta,13,1216,3,141,48,0
splacona_cz,400,61,kobieta,13,1280,3,15,48,0
splacona_cz,600,54,kobieta,11,1300,0,67,48,8
splacona_cz,450,31,mezczyzna,11,2700,3,13,48,18
splacona,500,59,kobieta,13,1400,2,53,48,1
splacona_cz,575.74,32,mezczyzna,11,2050,3,117,48,7
splacona_cz,500,58,mezczyzna,16,1770,3,88,48,0
splacona_cz,300,31,kobieta,12,1865,0,18,3,3
splacona,382.44,29,mezczyzna,11,1888.27,2,76,48,16
splacona_cz,300,49,mezczyzna,12,1000,0,41,21,0
splacona_cz,385.97,54,kobieta,11,1721.7,3,120,48,1
splacona_cz,700,58,kobieta,13,1872,3,33,48,3
splacona_cz,330.68,35,kobieta,11,2709.34,3,182,48,0
splacona_cz,400,64,kobieta,13,1015,3,109,48,2
splacona_cz,200,53,kobieta,12,984.34,2,16,4,0
splacona_cz,300,78,kobieta,13,1239.98,0,257,48,0
splacona_cz,400,61,kobieta,13,1200.29,0,20,48,0
odmowa,500,39,kobieta,11,1183,0,15,48,0
splacona,200,64,kobieta,13,2113.24,2,60,48,0
splacona_cz,600,30,mezczyzna,11,2700,3,63,48,0
splacona,400,58,kobieta,13,1454.91,2,41,48,0
splacona_cz,200,70,kobieta,13,907,1,236,48,1
windykacja_sp,300,73,mezczyzna,13,1457,2,78,48,293
splacona,400,52,kobieta,11,1300,0,33,48,12
splacona_cz,400,44,mezczyzna,12,1963.88,2,4,1,0
splacona_cz,500,48,kobieta,11,1800,3,52,48,2
odmowa,500,53,kobieta,12,1356,0,85,4,0
splacona_cz,281.29,59,kobieta,11,1906.42,1,213,48,0
odmowa,300,24,kobieta,11,1300,0,21,48,0
splacona_cz,500,55,mezczyzna,13,1900,3,150,48,0
splacona_cz,600,61,kobieta,13,1050,3,139,48,0
splacona_cz,498.26,35,kobieta,98,4000,3,17,48,2
splacona_cz,900,61,kobieta,13,1820,3,68,48,1
windykacja_sp,300,42,kobieta,99,645.31,0,9,3,418
splacona,300,61,kobieta,13,1399.99,1,13,48,1
splacona,400,66,kobieta,13,1085,3,167,48,0
splacona_cz,400,56,kobieta,11,1730.13,1,194,48,0
splacona,300,59,kobieta,13,1650,0,115,48,0
odmowa,300,35,mezczyzna,12,1457,0,5,2,0
splacona,200,56,mezczyzna,11,1500,2,399,48,294
splacona,300,63,mezczyzna,11,1660,0,49,48,6
splacona_cz,200,71,kobieta,13,722.05,2,198,48,0
splacona,799.85,32,kobieta,11,2050,1,27,48,11
windykacja_sp,200,54,mezczyzna,12,988,0,7,4,271
splacona_cz,200,25,mezczyzna,12,1100,0,32,28,0
splacona_cz,600,43,kobieta,11,1443,3,32,48,1
splacona_cz,200,26,mezczyzna,17,728,3,100,32,0
splacona_cz,300,54,mezczyzna,11,2100,0,36,48,3
splacona,400,61,mezczyzna,13,1503,2,166,48,13
splacona_cz,500,60,kobieta,13,1362,3,55,48,7
splacona_cz,300,58,kobieta,13,1244.77,3,38,48,1
splacona_cz,200,51,kobieta,11,932.34,3,398,48,0
splacona_cz,300,27,kobieta,11,901,2,39,48,0
splacona_cz,200,56,kobieta,17,1100,1,26,8,0
splacona,667.26,64,mezczyzna,13,3040,3,202,48,11
splacona_cz,500,37,kobieta,11,2700,3,121,48,0
splacona_cz,500,32,kobieta,11,3100,3,121,48,0
windykacja,299.97,43,mezczyzna,11,3217,1,272,48,2622
splacona,300,65,kobieta,13,1125,1,125,48,0
splacona_cz,300,65,mezczyzna,13,2110,3,101,48,0
splacona_cz,300,70,kobieta,13,865,3,127,48,3
splacona_cz,300,26,kobieta,12,1300,2,6,5,0
splacona_cz,400,52,kobieta,16,1362,3,28,48,0
splacona_cz,300,22,kobieta,12,1500,2,2,0,0
splacona_cz,392.14,63,kobieta,13,1668,3,91,48,2
splacona_cz,200,56,kobieta,11,983.97,1,77,48,4
splacona_cz,200,30,kobieta,12,980,3,8,2,3
splacona_cz,500,36,kobieta,11,1700,2,198,48,3
windykacja_sp,600,69,mezczyzna,13,2015.55,1,111,48,429
splacona,200,65,mezczyzna,13,1217,0,49,48,0
splacona,200,56,mezczyzna,13,819,1,56,48,0
windykacja,200,64,mezczyzna,16,650.77,0,47,48,2621
splacona_cz,600,51,mezczyzna,12,2673.17,3,112,48,13
splacona_cz,231.29,60,kobieta,13,1107,1,13,48,2
splacona_cz,1000,69,kobieta,13,2291,0,70,48,9
splacona,600,59,kobieta,13,1400,3,248,48,0
splacona_cz,300,57,kobieta,16,634.64,2,136,48,2
splacona_cz,300,46,kobieta,98,911,3,98,48,2
splacona_cz,300,49,kobieta,11,992.84,3,121,48,3
splacona_cz,300,29,mezczyzna,11,1000,3,56,48,2
splacona_cz,450,68,mezczyzna,13,2000,3,43,48,5
splacona,300,74,mezczyzna,13,1180,0,140,48,0
windykacja_sp,400,65,kobieta,13,1175,1,115,48,276
splacona_cz,500,60,mezczyzna,11,2100,2,188,48,1
splacona,200,36,kobieta,12,1382,2,20,4,0
splacona_cz,300,55,kobieta,16,1072.89,3,122,48,0
splacona,200,41,kobieta,11,1037.34,3,60,48,23
splacona_cz,300,46,kobieta,98,2200,3,24,48,0
odmowa,500,56,mezczyzna,11,1896.86,0,138,48,0
splacona_cz,200,47,kobieta,11,1493.98,2,364,48,0
windykacja,400,66,kobieta,13,1062,0,163,48,2619
splacona_cz,1000,60,kobieta,11,2670,3,88,48,11
splacona_cz,200,52,kobieta,99,1100,0,50,0,0
splacona_cz,376.37,61,mezczyzna,13,1500,3,22,48,1
windykacja,600,63,mezczyzna,13,3100,0,138,48,2619
odmowa,200,21,mezczyzna,98,690,0,6,48,0
splacona_cz,246.83,44,kobieta,11,1344.9,2,45,48,7
odmowa,300,58,mezczyzna,98,583,0,113,48,0
splacona_cz,200,50,mezczyzna,16,1045,2,200,48,0
splacona_cz,500,58,kobieta,13,720,0,234,48,2
splacona,250,69,kobieta,13,1016,1,190,48,0
splacona_cz,200,31,kobieta,12,1032.34,3,3,8,6
splacona_cz,200,48,kobieta,11,967.64,2,322,48,2
splacona,600,38,kobieta,11,1800,2,50,48,13
splacona_cz,800,56,kobieta,13,580,3,119,48,3
odmowa,400,18,mezczyzna,12,1224,0,3,0,0
odmowa,300,37,mezczyzna,11,3619,0,40,48,0
odmowa,200,23,kobieta,16,436,0,13,48,0
splacona_cz,296.54,45,kobieta,12,1032,3,37,4,1
splacona_cz,400,50,kobieta,11,1577.42,0,206,48,3
splacona_cz,400,60,kobieta,16,1411,0,65,48,5
splacona_cz,200,54,mezczyzna,11,1460.17,0,60,48,1
splacona_cz,500,60,mezczyzna,11,2250.05,1,177,48,11
splacona_cz,700,61,kobieta,13,2066,3,129,48,2
splacona_cz,600,50,kobieta,11,3200,3,53,48,2
splacona_cz,300,58,kobieta,13,1658,3,28,48,4
splacona_cz,300,52,kobieta,11,1400,3,162,48,0
splacona_cz,400,34,kobieta,11,980.11,0,44,48,0
splacona_cz,500,62,kobieta,13,1900,3,88,48,1
splacona_cz,400,68,kobieta,16,980,3,131,48,1
odmowa,300,24,mezczyzna,12,1138,0,0,23,0
splacona_cz,600,33,kobieta,12,1540,0,38,2,0
splacona_cz,235.97,64,mezczyzna,12,1100,3,21,15,7
odmowa,200,73,mezczyzna,16,2600,0,446,48,0
splacona,600,56,mezczyzna,11,3335,3,438,48,1
splacona_cz,400,67,kobieta,13,815,0,145,48,0
splacona_cz,200,71,kobieta,13,1185.33,3,226,48,4
splacona,200,52,mezczyzna,12,1210,0,6,4,10
splacona_cz,200,53,kobieta,16,749.28,3,64,48,0
odmowa,1000,50,mezczyzna,98,583,0,137,48,0
splacona_cz,670,63,kobieta,13,930,0,93,48,7
windykacja_sp,300,58,mezczyzna,16,1528,1,379,48,312
splacona_cz,350,55,kobieta,17,547.89,0,55,4,6
splacona_cz,300,71,mezczyzna,13,1426,3,77,48,0
splacona,200,66,kobieta,13,1031,1,121,48,0
splacona_cz,400,64,kobieta,13,840,1,113,48,7
splacona_cz,300,45,mezczyzna,12,670,3,8,4,1
splacona_cz,800,62,kobieta,13,3700,3,25,48,0
splacona_cz,300,63,kobieta,13,1100,0,105,48,0
splacona_cz,400,65,mezczyzna,16,1473.04,0,166,48,0
splacona_cz,350,78,mezczyzna,13,1519,0,256,48,0
splacona_cz,200,36,kobieta,12,599.03,2,18,0,2
splacona_cz,200,56,kobieta,98,980,2,8,48,0
splacona_cz,200,74,kobieta,13,1026,3,249,48,2
splacona_cz,218.32,61,kobieta,13,975,3,26,48,3
splacona_cz,393.99,59,mezczyzna,11,2947,3,52,48,0
odmowa,1000,26,mezczyzna,11,3200,0,2,48,0
splacona,694,38,kobieta,11,1900,3,209,48,12
splacona_cz,300,72,kobieta,13,2100,0,161,48,0
splacona_cz,800,34,mezczyzna,12,1500,0,32,4,4
splacona,300,65,mezczyzna,16,1151,0,364,48,0
splacona_cz,277.34,39,kobieta,11,1770,3,87,48,0
splacona_cz,700,61,kobieta,13,1977,1,54,48,3
splacona_cz,200,63,mezczyzna,13,1287.66,2,96,48,0
splacona_cz,300,45,kobieta,11,900,3,93,48,0
odmowa,500,55,kobieta,11,2251.79,0,257,48,0
splacona_cz,300,73,mezczyzna,13,960,3,140,48,1
odmowa,400,75,kobieta,13,1413,0,166,48,0
windykacja,300,26,mezczyzna,12,1800,0,34,28,2612
splacona,200,58,kobieta,13,1083.23,1,97,48,0
splacona_cz,800,55,kobieta,13,3440,3,50,48,1
splacona,427.09,43,mezczyzna,98,3178,3,202,48,11
splacona_cz,400,71,mezczyzna,13,1772.53,0,283,48,0
splacona_cz,200,68,kobieta,13,803.86,3,158,48,0
splacona_cz,300,59,kobieta,13,1026,3,54,48,23
splacona,297.69,63,kobieta,13,1014,1,184,48,11
splacona,400,63,mezczyzna,13,1193.65,2,8,48,0
splacona_cz,285.97,37,kobieta,98,1200,3,45,48,0
splacona_cz,328.32,50,kobieta,12,1000,3,31,4,0
splacona_cz,328,60,mezczyzna,12,1000,3,11,3,0
splacona_cz,200,54,kobieta,11,1400,3,117,48,0
windykacja,200,18,mezczyzna,12,1286,0,0,1,2612
splacona_cz,600,29,mezczyzna,12,1300,3,26,16,4
splacona_cz,300,54,mezczyzna,17,798.8,3,150,2,4
splacona_cz,300,62,kobieta,13,917,1,76,48,2
splacona,377.69,40,kobieta,11,1087,2,240,48,18
splacona_cz,500,38,mezczyzna,11,2470,0,65,48,3
splacona,200,63,mezczyzna,13,1538,3,101,48,8
splacona_cz,300,39,mezczyzna,11,1300,3,44,48,0
splacona_cz,200,60,kobieta,13,1635,3,120,48,1
splacona_cz,300,42,kobieta,99,2290.55,0,17,3,0
odmowa,600,41,mezczyzna,11,1386,0,15,48,0
splacona,200,79,kobieta,13,1167.94,0,373,48,0
splacona_cz,400,63,kobieta,13,1233,2,123,48,0
splacona,500,64,mezczyzna,13,1530,0,34,48,0
odmowa,800,31,mezczyzna,11,2983,0,88,48,0
splacona_cz,400,62,mezczyzna,16,1313.41,3,26,48,0
splacona,300,59,mezczyzna,13,3900,0,114,48,1
splacona,521.49,62,kobieta,13,1525.46,3,35,48,2
splacona_cz,200,62,mezczyzna,13,1162,3,223,48,0
windykacja,250,61,mezczyzna,99,685,3,4,0,2610
splacona_cz,500,70,kobieta,13,1200,3,119,48,1
splacona_cz,200,58,kobieta,16,634,2,50,48,0
splacona_cz,800,55,kobieta,16,2300,4,62,48,0
splacona_cz,300,39,kobieta,12,1027,3,7,48,3
splacona,262.81,61,kobieta,13,5100,3,27,48,0
splacona_cz,400,53,kobieta,11,2800,3,59,48,0
splacona_cz,500,44,kobieta,11,3000,3,93,48,3
splacona_cz,500,62,kobieta,13,714,4,224,48,1
splacona_cz,1100,42,mezczyzna,11,2875.71,3,281,48,6
splacona_cz,600,67,kobieta,13,2120,3,119,48,0
splacona_cz,400,65,kobieta,13,1013.74,3,113,48,0
splacona,200,61,kobieta,13,984,2,9,48,1
splacona,400,60,kobieta,13,1425,1,79,48,0
splacona_cz,200,67,kobieta,13,720.19,1,93,48,4
splacona_cz,281.29,55,kobieta,12,1350,3,21,3,1
splacona_cz,500,73,kobieta,13,951,3,163,48,4
splacona,300,30,mezczyzna,98,2000,0,13,48,0
splacona_cz,400,58,kobieta,11,1500,2,85,48,0
splacona,700,33,kobieta,11,2200,0,36,48,0
splacona_cz,200,72,kobieta,13,866.46,0,197,48,0
splacona,473,33,kobieta,11,1400,0,101,48,0
odmowa,300,58,kobieta,13,1313,0,36,48,0
odmowa,300,23,kobieta,16,540,0,13,48,0
splacona,300,32,mezczyzna,11,2100,0,64,48,67
splacona,700,28,mezczyzna,12,1800,3,9,0,7
splacona_cz,300,55,kobieta,12,1009.34,2,28,40,0
splacona_cz,300,48,mezczyzna,12,1042,0,4,0,1
odmowa,300,41,mezczyzna,11,979.34,0,190,48,0
splacona_cz,200,66,kobieta,13,1428.55,3,138,48,4
splacona_cz,300,70,kobieta,13,1000,0,64,48,0
splacona_cz,400,39,kobieta,12,660,3,10,27,2
splacona_cz,200,75,kobieta,13,616,3,248,48,6
splacona_cz,496.83,31,kobieta,11,1600,3,13,48,4
splacona_cz,300,65,mezczyzna,13,1611,1,142,48,0
splacona_cz,367.31,61,kobieta,13,1684,3,19,48,3
splacona,200,57,kobieta,13,1500,3,45,48,3
odmowa,200,43,mezczyzna,13,974,0,83,48,0
splacona_cz,200,53,kobieta,16,1740,0,114,48,1
odmowa,500,45,kobieta,11,1037,0,39,48,0
splacona_cz,400,47,kobieta,11,3170,3,288,48,0
splacona_cz,700,65,kobieta,13,930,4,131,48,0
splacona_cz,426.66,47,mezczyzna,12,1574.45,2,30,5,0
splacona_cz,500,71,kobieta,13,640,0,139,48,1
splacona_cz,400,62,kobieta,13,1474.55,2,65,48,0
splacona_cz,600,47,kobieta,12,830.46,2,44,28,4
splacona_cz,357.31,40,mezczyzna,11,1261.98,3,35,48,0
splacona_cz,265.58,61,kobieta,13,1189,3,69,48,0
splacona_cz,350,60,mezczyzna,16,837,2,233,48,0
splacona_cz,900,58,kobieta,17,684,3,191,21,0
splacona_cz,200,75,kobieta,13,965,3,247,48,1
splacona_cz,200,57,kobieta,16,703,3,25,48,8
splacona,200,19,mezczyzna,99,750,3,3,2,0
splacona_cz,600,53,kobieta,12,1675,3,8,3,0
splacona_cz,400,53,kobieta,16,1045.6,4,11,48,0
splacona_cz,400,66,kobieta,13,1137.19,3,96,48,0
splacona_cz,300,35,kobieta,12,1200,3,7,6,0
splacona_cz,200,46,kobieta,12,990.34,2,55,17,2
splacona_cz,327,51,kobieta,11,2065.98,3,180,48,1
splacona,400,37,kobieta,11,800.51,0,19,48,11
splacona_cz,1000,47,kobieta,11,5800,3,54,48,0
splacona_cz,400,57,kobieta,13,1817.24,2,17,48,1
splacona_cz,300,77,kobieta,13,1239,3,273,48,0
splacona_cz,300,24,mezczyzna,12,1400,2,11,21,1
splacona,200,57,mezczyzna,16,763.38,3,213,48,46
splacona_cz,300,61,kobieta,13,997,3,79,48,2
splacona,515.96,58,kobieta,13,1801.41,0,36,48,9
windykacja,241.15,54,mezczyzna,12,1030,3,7,16,2605
splacona_cz,1000,57,mezczyzna,13,3600,2,86,48,1
splacona_cz,300,33,mezczyzna,11,1800,3,166,48,1
splacona,300,22,mezczyzna,11,1400,0,23,48,0
splacona,300,45,mezczyzna,11,2100,2,50,48,11
splacona_cz,500,60,kobieta,13,1212,3,53,48,1
splacona,700,75,mezczyzna,13,2098,3,199,48,211
splacona_cz,400,47,mezczyzna,12,600,4,8,19,0
splacona,200,49,mezczyzna,11,1400,3,13,48,0
splacona_cz,662.81,52,mezczyzna,11,3200,3,191,48,0
splacona_cz,500,60,kobieta,13,1000,3,67,48,0
splacona_cz,200,72,kobieta,13,730,2,567,48,1
splacona_cz,200,65,kobieta,13,802.83,3,203,48,0
splacona,369.53,71,kobieta,13,3541.9,1,127,48,24
splacona_cz,600,32,kobieta,11,1290,3,18,48,2
splacona_cz,300,60,mezczyzna,11,3000,4,214,48,2
splacona,400,42,mezczyzna,11,2284.23,1,302,48,2
splacona_cz,200,68,kobieta,16,959.6,3,116,48,0
splacona_cz,300,57,kobieta,11,1680,3,389,48,2
splacona,500,61,mezczyzna,11,1250,0,65,48,16
odmowa,200,60,kobieta,16,425,0,162,48,0
splacona_cz,800,60,mezczyzna,11,1000,3,63,48,3
splacona_cz,600,47,kobieta,11,1700,3,89,48,6
splacona_cz,409.15,65,kobieta,16,892,2,202,48,0
splacona_cz,294.37,52,kobieta,12,1050,2,32,3,0
splacona_cz,300,62,kobieta,13,1130,3,103,48,0
splacona_cz,300.4,56,kobieta,11,1172.2,3,36,48,0
splacona,600,40,kobieta,98,5000,2,84,48,5
splacona_cz,300,53,mezczyzna,11,1700,3,38,48,1
splacona_cz,300,57,kobieta,13,611,2,140,48,1
splacona_cz,500,53,mezczyzna,11,1320,3,346,48,0
splacona_cz,426.61,49,kobieta,11,2470,4,358,48,0
splacona_cz,200,57,mezczyzna,13,12220,2,71,48,4
splacona_cz,400,53,mezczyzna,11,4000,4,9,48,0
